category,text
Текущее содержание дворовой территории,"Около дома по М.Горького,26 есть территория,которая представляет собой огромную лужу.Там вынуждены ходить люди (или вернее сказать добираться вплавь),потому что иного места для прохода там нет.Также валяется мусор. Прошу прибрать данную территорию и избавить от водоёма. Территория между домами по ул.М.Горького,26 и Харьковская,10. Фото от 28.03.2019"
Текущее содержание дворовой территории,"Во дворе большая лужа возле подъезда №2, невозможно пройти."
Текущее содержание дворовой территории,"На территории прилегающей к д.17 ул. Газовиков полные мусорные урны, окурки мусор вдоль магазина и остановочного пункта"
Текущее содержание дворовой территории,"На территории парковки перед домом Ямская 86/1 много мусора, грязный лёд, лужи. После схода снега уборка территории парковки не производилась."
Текущее содержание дворовой территории,"На пилегающей территории к дому по адресу ул. Хохрякова, 80 лежит куча мусора уже долгое время. Прошу убрать территорию."
Текущее содержание дворовой территории,"Постоянно лежит строительный/бытовой мусор, сами мусорные контейнеры постоянно завалены отходами из магазина/бара ""Три медведя"""
Текущее содержание дворовой территории,"Ежегодно перед домом образуется гигантская лужа, по которой можно сплавляться в каное"
Текущее содержание дворовой территории,"Нарушена целостность ограждения горки, при катании детей возможны травмы."
Текущее содержание дворовой территории,На территории прилегающей к дому у магазина Монетка неубранный мусор
Текущее содержание дворовой территории,На территории прилегающей к дому 6/2 вдоль Отопительного пункта №56 неубранный мусор
Текущее содержание дворовой территории,"Проезжая часть возле домов Федюнинского 60 и 62 не очищается от наледи, снега и грязи, ливневая канализация не работает. Стоят лужи, пройти через которые невозможно."
Текущее содержание дворовой территории,"Мусор, битые стекла, кучи поле раскопки труб. И это не прекращающееся явление. На фото видно не весь мусор. Абсолютно весь двор загажен."
Текущее содержание дворовой территории,"Ситуация с уборкой мусора очень печальна. Мусор совсем не убирается. Пройти невозможно. Мусор уже на детской площадке. Не двор, а помойка."
Текущее содержание дворовой территории,"Вечный бардак у контейнеров и за контейнерами. Постоянно свалка которая благополучно разлетается по месту где должна быть детская площадка. Пожалуйста добавьте контейнеры установите Кунг для строй мусора, тут вечный бардак."
Текущее содержание дворовой территории,"Контейнер для крупногабаритного мусора убрали, теперь мусор лежит прямо на асфальте. Уже больше месяца никто не убирает, только копится"
Текущее содержание дворовой территории,"Лужа на пол двора, из подъезда не выйти!!!"
Текущее содержание дворовой территории,"Возле магазина на Ямской 96Б очень большая лужа, что затрудняет проезд к дому 98Д и также проходу к магазину из дома."
Текущее содержание дворовой территории,Во дворе много воды. Фактически невозможно передвигаться.
Текущее содержание дворовой территории,"Подходы-подъезды к МКД Игримская 17 залиты водой. Примите меры к УК СибЭнергоСервис пусть либо уберут тяющий снег, либо откачивают воду с дворовой территории указанного МКД."
Текущее содержание дворовой территории,"Жк ""Роза ММС"". Территория вокруг домов Голышева 2, и Голышева 2 к.1 предстаёт в неприглядном виде. За зиму снег толком не вывозили. Пешеходные тропинки не чистились. Сейчас грязь, баки мусорные переполнены. Особенно большой контейнер для строительного мусора между домами Голышева 2 и Голышева 2 к1.Мусор разносится по территории жилого комплекса ветром, а также бездомными собаками."
Текущее содержание дворовой территории,"Каждый день свалка все больше на пересечении улиц Степана Третьякова и Купеческой. Тарифы подняли, а за порядком следить не кому. Наведите пожалуйста порядок."
Текущее содержание дворовой территории,"Огромная лужа на парковке сзади дома на самарцева 32,рядом десткмй сад. Срочно откачиваайте!"
Текущее содержание дворовой территории,"Проход со стороны ВНЕШНЕГО фасада дома по Харьковская,10(под балконами и окнами, НЕ со двора)- ранее уже обращались, но всё осталось по-прежнему. Прошу прибрать данную территорию, в связи с тем, что там устроена настоящая помойка - бутылки, упаковки различного происхождения и многое др., что должно лежать в мусорке, а валяется на земле и на снегу. Сейчас всё тает и выглядит это ужасно."
Текущее содержание дворовой территории,Мусор лежит с осени. Фото сделаны 26.03.2019
Текущее содержание дворовой территории,"Здравствуйте! Третий месяц подряд не убирают прилегающую дворовую территорию, на все вопросы УК ""Запад"" отвечает ""завтра"" и бездействует."
Текущее содержание дворовой территории,"Не убранный снег начинает таять, в результате образовались лужи которые препятствуют проходу к подьездам"
Текущее содержание дворовой территории,"Оставлял Сообщение #22-49-000369/19, вы дали по ниму ответ что все расчищено 22.03.2018. Однако данный участок дороги так и не был расчищен и дос сих пор по нему ходить не возможно. Оставляю фото заново(сделано 25.03.2018)"
Текущее содержание дворовой территории,"После ремонта лифтов, всё в масле около подъезда, жильцы постелили ковер, второй подъезд."
Текущее содержание дворовой территории,"Добрый день. Опять по поводу уборки снега на дворовой территории. Убирали снег во дворе, образовалось две огромные кучи. Два дня назад, приехал трактор и рабочие убрали кучу около дороги, а кучу в глубине двора не убрали, это около стоянки, сейчас активно тает снег и огромная лужа на стоянке и у 3 подъезда. Почему то дворники и зимой и летом чистят и убирают только вдоль дороги."
Текущее содержание дворовой территории,Систематически не убирается мусор на контейнерной площадке.
Текущее содержание дворовой территории,"Управляющая компания ""Легион"" не убирает дворовую территорию по адресу Камчатская, 60,1 подъезд. В подъезд невозможно зайти, сплошной каток!"
Текущее содержание дворовой территории,"В начале марта всё таки убрали снег во дворе, огромные кучи снега теперь лежат на парковках и газонах. Во дворе напряжёнка с парковкой, осложнилось ещё тем, что эти кучи начали таять и терпеть на оставшиеся парковковочные места просто не пройти из из огромных луж... когда будет порядок? Почему нужно писать жалобы, чтобы ситуация менялась!??? Безобразие."
Текущее содержание дворовой территории,Лежит мусор на территории прилегающей к д.6/2 проезда Заречный(за домом)
Текущее содержание дворовой территории,"Захламление контейнерной площадки, примыкающей к дому 6/1 проезда Заречный"
Текущее содержание дворовой территории,"ул, Калинина д.9. Уже все само таять начало! Но детскую площадку так и не убрали с 01.03.2019 г,"
Текущее содержание дворовой территории,"УК Север, после проведения санитарной обрезки дерева, оставила за собой не убранные ветки деревьев. по Работы проводились 22 марта, по состоянию на 24 марта -придомовая территория не убрана от веток."
Текущее содержание дворовой территории,На мусорной площадке навалины горы мусора почему не кто не убирает это не первый раз
Текущее содержание дворовой территории,"Добрый день! Требуется установить второй бак под мусор.Одного бака на 9 этажный дом(100 квартир) мало,постоянно полный бак и возле него все разбросано!Управляющая компания бездействует!Убедительная просьба разобраться в этой ситуации и установить второй бак!!!"
Текущее содержание дворовой территории,"ООО ""УК""УютСервисБыт"" не убирает территорию, не возможно пройти, во дворах лужи и колея от автомобилей, снег после чистки дворов столкали к трубам и вывозить не собираются. Звонили в УК толку нет никакого, никто не приезжает."
Текущее содержание дворовой территории,"Здравствуйте, на пересечении улиц Гастелло и Ставропольская, есть вот такая мусорная площадка (фото), всегда чуть загаженная. Но волнует меня больше вопрос о том, что сами контейнеры я вижу, а вот где всё остальное от этой мусорной площадки?"
Текущее содержание дворовой территории,"Просим всем домом привлечь к ответственности УК и магазин Пятерочка за срач в нашем дворе! На не надо завязывать контейнер Пятерочки на веревку и делать вид, что все по ГОСТУ. А он тоже нарушен. Мы требуем его убрать с территории нашего двора! Также обращаю внимание на размещение мусорных баков на месте, предназначенном для парковки машины инвалида. Что за неуважение!"
Текущее содержание дворовой территории,Грязно вокруг контейнеров для мусора
Текущее содержание дворовой территории,"Здравствуйте! Каждый год весной, летом и осенью после дождя во дворе дома стоит огромная лужа. Невозможно пройти, а особенно с коляской это сделать невозможно! Примите пожалуйста меры!"
Текущее содержание дворовой территории,Про площадку во дворе д. 154 по улице декабристов забыли . Прошу почистить.
Текущее содержание дворовой территории,"Плохое содержание межквартального проезда и парковочных карманов, находящихся вдоль домов №№ 73 к.2, 75 по ул. Дружбы"
Текущее содержание дворовой территории,Некоторое время назад увезли контейнер для ТБО. Теперь мусор складывают так.... И это в непосредственной близости к детской площадке и подъезду. По 700 рублей в месяц за мусор платить не забываем. И в итоге живем среди помойки. Требую убрать мусор незамедлительно.
Текущее содержание дворовой территории,"У нас УК ТЭК не убирают придомовую территорию, и при этом утверждают,что это должен убирать город"
Текущее содержание дворовой территории,Не вывозится строительный мусор несколько недель
Текущее содержание дворовой территории,"Добрый день. Прошу помощи в решении проблемы с ежегодным затоплением двора и подхода к подъезду дома по адресу ул. Школьная, 12. Очень сильно топит подход к среднему подъезду. Сегодня вернувшись домой с работы не могла попасть в подъезд, т.к. на руках был 1,5 годовалый ребенок. Очень много растаявшей после снега воды, а под водой лед- скользко и опасно. Также в доме проживает инвалид 1 группы."
Текущее содержание дворовой территории,Во дворе по ул 30лет 92 загажена вся детская площадка ????
Текущее содержание дворовой территории,"Добрый день. Эти сугробы лежать с зимы и ни разу не вывозился снег , занимают парковочные места. УК ни как не реагирует только заявки принимает . Прошу решить данную ситуацию. Заранее спасибо."
Текущее содержание дворовой территории,"Дом по улице Голышева 2 и 2 корп1. Должны убирать ТСН, но к сожалению ни чего не делается. ТСН собирается ликвидироваться,но при этом квартплата собирается и нами, жильцами, оплачивается, а уборка на улице не производится."
Текущее содержание дворовой территории,"Уже неделю невозможно пройти мимо дома ул. Салтыкова-Щедрина 58/1. Вся тропинка вдоль дома, которая ведет к подъезду, покрыта толстым слоем льда. Лед ничем не посыпан, не раздоблен, ничего, просто сплошной каток. Управляющая компания ""Квартал-сервис"" бездействует, видимо, ждет, пока кто-нибудь что-нибудь себе там сломает."
Текущее содержание дворовой территории,"12.03.2019 УК ""Квартал-12 Люкс"" после того как накануне на одну из припаркованных машин во дворе упал с крыши снег и замял крышу машины произвели сброс снега с крыши дома. Снег остался лежать там, куда падал, когда его бросали с крыши. Двора у дома нет. Выходим из подъезда и сразу оказываемся на стихийном катке, т.к. снег тот превратился в ледовую корку. Теперь, видимо, УК ждет человеческих жертв."
Текущее содержание дворовой территории,К ответу на обращение #22-49-000336/19- прилагаю фото! Чистого двора не наблюдается.
Текущее содержание дворовой территории,Вечные проблемы с уборкой. По пояс зимой сугробы на парковке . Прошу навести порядок. Спасибо
Текущее содержание дворовой территории,Полового оборудование на детской площадке между домами Садовая 135а и Садовая 121а
Текущее содержание дворовой территории,"Добрый день,9-января 4 есть необходимость во втором мусорном баке!Один постоянно полный,на 9 этажный дом одного мало! Помогите разобратся!"
Текущее содержание дворовой территории,"Кучу вывезли, а у подъезда кто будет убирать и вывозить, ведь вся вода потом побежит в подполье, и ведь так жильцы убирали снег, надеемся что вся работа будет доделана на отлично. Ждём и надеемся."
Текущее содержание дворовой территории,"Весь двор во льду, УК твердят о том что территория убрана и меры приняты, на деле лежит щепотка соли на всю территорию, ходить только ноги ломать"
Текущее содержание дворовой территории,"На территории прилегающей к дому по адресу Газовиков, 17 на остановочном пункте переполнены урны"
Текущее содержание дворовой территории,Спасибо администрации города. Теперь мы плаваем.
Текущее содержание дворовой территории,"Тротуар между домом №50 и школой не убран, гололёд и и лужи. Тяжело ходить."
Текущее содержание дворовой территории,"Дворовая территория убрана не до конца. Гололёд, сложно ходить. Снег местами складирован на парковочные места или на проходы для пешеходов."
Текущее содержание дворовой территории,"Двор похож на каток, очень скользко. Возможно тротуар не такой скользкий, но он заставлен машина, поэтому по нему не пройти. Прошу разобраться."
Текущее содержание дворовой территории,"Пешеходные дорожки внутри арки дома 22, состоят из льда и снега. Очень скользко, есть риск падения. Дворники не обслуживают это место. Также складировнаие снега возле шлагбаума мешает проходу."
Текущее содержание дворовой территории,"лед на тротуаре, лед на дороге, лед на парковочных местах"
Текущее содержание дворовой территории,"Очень скользкая прилегающая территория вокруг дома 80 по улице Хохрякова. Позавчера около дома упала женщина и получила травму, за ней приехали на машине, потому что сама она уже не смогла передвигаться. Сегодня я подскользнулась около подъезда и повредила ногу. Кроме того, на углу дома около подъезда 4 куча снега 3 м. Куб, который лежит там целый месяц. В УК я звонила дважды, но толку нет."
Текущее содержание дворовой территории,"В 2018 году по адресу :Пермякова 83,83к2,проводились работы по благоустройству.Был сделан отрезок тротуара не качественно,между домами и тротуаром скапливается вода,затапливает подвал дома 83к2,разрушает отмостку дома 83,в связи с отсутствием отсыпки и отсутствием уборки снега.Так же ,образовалась стихийная стоянка на газоне.Управа восточного округа,бездействует,прошу провести проверку ."
Текущее содержание дворовой территории,"Жуткий гололед на территории проезда и тропинках для пешеходов, снег, который убирался 1 мес назад не вывезен и сейчас создает огромную лужу, которую нельзя обойти."
Текущее содержание дворовой территории,Работы были выполнены частично. После очистки крыши от снега и наледи к неубранному снегу добавились груды льда. Просьба обязать УК произвести очистку дворовой территории от снега и льда!
Текущее содержание дворовой территории,"Придомовая территория на протяжении зимних месяцев убиралась 1 раз, ходить не возможно ,травмоопасный.. При неоднократном обращении в УК Универсал начальник участка Булгаков В.В. заявляет ,что в бюджет компании не заложена механизированная уборка территории и предложил потерпеть пока не растает снег. При повторных звонках просто хамят.Обращались к квартальному Шаньгиной С.Г. вопрос тоже не решён"
Текущее содержание дворовой территории,"Безобразное отношение дворника, мастера и директора УК ""Жилищный стандарт"". Люди не могут пробраться из подъезда к выходу из двора - сплошной лед. Даже обычному человеку сложно пройти, а что говорить о бабульках? Дворник заявляет, что он обязан отметать снег только на полметра от дома. Остальное - механизированным способом (за эту зиму их было две или три). Просим разобраться."
Текущее содержание дворовой территории,"Во дворе между домом № 21/1 и № 21/2 по Червишевскому тракту тротуар во льду. Управляющая компания ""Надежное управление"" приняла заявку 18.03 , за день ничего предпринято не было."
Текущее содержание дворовой территории,За зиму ни разу не чистили парковку. Снег со двора весь складируют на эту же парковку
Текущее содержание дворовой территории,"Систематически не убирается мусор, контейнеры переполнены, вокруг контейнеров мусор, отходы, запах, собаки."
Текущее содержание дворовой территории,На детской площадке урны полные мусора
Текущее содержание дворовой территории,Сломана качель
Текущее содержание дворовой территории,У наших деревяшек упр.кампания Уют Сервис ..не убирается уже целую неделю. Лестницы не убирают .дети сходят и падают удаляются. Звонили в упр.кампанию .ноль эмоции..за что плотим дворнику .которого нет помогите пожалуйста в борьбе с упр.кампанией ...
Текущее содержание дворовой территории,Прилегающая территория и автостоянка не убраны. Вся территория в сплошной корке льда.
Текущее содержание дворовой территории,"Здравствуйте, в течении всего зимнего периода в нашем дворе не вывозился и не убирался снег. 06.03.19 года оставлена заявка в УК на уборку снега. УК не реагирует.Помогите пожалуйста."
Текущее содержание дворовой территории,Не убираться территория вокруг контейнера с тбо.
Текущее содержание дворовой территории,"С торца дома пристроено 2х этажное административное здание. Нетак давно его полностью сдали в аренду, после этого со стороны улицы Мельникайте возле входа в магазин Абсолют из сточной трубы постоянно течёт вода. Вся прилежащая территория покрылась большим слоем льда, ходить там очень опасно, никто лёд не убирает и вода течёт в круглосуточно режиме."
Текущее содержание дворовой территории,"За домом благоустроенная автостоянка-парковка, которую убирали 15.03.2019, снег не вывезен. Почищена стоянка очень плохо, а отчитались , что все хорошо."
Текущее содержание дворовой территории,"15.03.2019 получен ответ ""Рассмотрев Ваше обращение по вопросу ненадлежащего содержания парковки, расположенной в районе домов №№ 11 и 11-а по ул. Федюнинского, сообщаю. По состоянию на 14.03.2019 работы по уборке снега с территории парковки выполнены. "" А кучи снега оставили и до сих пор не убрали. Уборка выполнена не полностью. Прошу принять меры."
Текущее содержание дворовой территории,"Просим ускорить уборку снега (не убран в течение 2 месяцев) возле гаражей, расположенных напротив дома по адресу: харьковская 59/3. В связи с потеплением начинается подтапливание гаражей. Спасибо."
Текущее содержание дворовой территории,"Старая, опасная детская площадка, с детьми негде играть. Качели скрипят, спинки отсутствуют."
Текущее содержание дворовой территории,Заполненные урны
Текущее содержание дворовой территории,"Лужи во дворе Школьная 14,16,18"
Текущее содержание дворовой территории,Площадка детская требует ремонта между Быкова 1и Замкова 1
Текущее содержание дворовой территории,За домом между магазинами и парковкой есть асфальтированная дорога но её никогда от снега не чистят. Хотелось бы понять наша - Управляющая компания должна чистить или дорожники?
Текущее содержание дворовой территории,"Во дворе по Камчатской 110 не убирается, единственный тротуар, если его можно так назвать по которому ходим со двора в таком жутком состоянии круглый год."
Текущее содержание дворовой территории,"Во дворе по Камчатской 111 и т.д.тоже не убирается, единственный тротуар, если его можно так назвать по которому ходим со двора в таком жутком состоянии круглый год.А ведь рядом с нашим двором находится клуб ТУРА"
Текущее содержание дворовой территории,дом 141 во дворе за всю зиму не разу не убирали снег двор просто утопает в снегу не пройти не проехать машины вянут люди проваливается в сне обращение в УК результатов не дает если можете повлиять на уборку снега помогите
Текущее содержание дворовой территории,"На территории парковки не убран снег, за всю зиму ни разу не чистили"
Текущее содержание дворовой территории,"Снег за зиму убрали всего один раз, в настоящий момент парковка вся в снегу, кучу снега с прошлой уборки тоже не вывезли"
Текущее содержание дворовой территории,"Организация находящаяся по адресу:Республики 243/1 производила чистку проезда от снега к своему зданию(со двора) и складировала снег на детскую площадку и под окна дома №243 вместе с мусором. В следствии чего ограждение детплощадки было деформировано. Завалы снега лежат уже 3 недели, из-за этого затруднена парковка транспорта. Когда начнет таять снег возле 243 дома все побежит в подвал дома"
Текущее содержание дворовой территории,"добрый день! Неоднократно жильцы дома обращались к УК о том, что не убирается от снега дворовая территория МКД, расположенного по адресу: г.Тюмень, ул. Кузнецова ,д. 13 . в настоящее время снег не убран. просим принять меры."
Текущее содержание дворовой территории,"Добрый день! ул.Камчатская 74. За всю зиму ни разу не убирался снег! УК ""Гринлайт"". Диспетчером принята заявка 04.03.19 а 12 марта нас уведомили по SMS что заявка исполнена. Обращались к квартальному но толку 0."
Текущее содержание дворовой территории,"В течение зимнего сезона 2018-2019гг. ни разу не производилась уборка снега на парковке за трансф.подстанцией между домами 132 и 134 по ул.Холодильной.Дважды снег убирался силами жильцов. 12.03.2019г была убрана только пешеходная дорожка, снег складирован тут же. Прошу произвести уборку и вывоз снега, а также привлечь к ответственности подрядную организацию, отвечающую за уборку данной территории."
Текущее содержание дворовой территории,"Тротуар для движения пешеходом не разу за зимний сезон не расчищался, заявки в УК подавались. Просьба помочь в решение проблемы."
Текущее содержание дворовой территории,"Ничем не огорожено, дети лазят рискуя своим здоровьем!"
Текущее содержание дворовой территории,"Здравствуйте. Пожалуйста помогите в решении проблемы. Наш дом на ул. Садовая 111 завален снегом со всех сторон, ук не чистит..сегодня ждала, но увы и ах. С парковки не выехать, во двор не заехать."
Текущее содержание дворовой территории,"Тротуар для пешеходов ни разу не расчищался в зимний сезон. Оставлена куча снега и стоит мусорный контейнер. УК на данную проблему не реагирует. Родителям с колясками приходиться проходить по проезжей части по грязи, которая образуется из-за таяния наваленной кучи снега."
Текущее содержание дворовой территории,"Здравствуйте! Уже полторы недели просим УК почистить двор, кормят завтраками и послезавтраками. Почему нужно выпрашивать управляющую компанию выполнять их прямые обязанности! Во дворе в прямом смысле не пройти,не проехать. Люди идут по потопам и грязи, с детьми, колясками. Пожилые люди скользят на этой всей ледовой каше. После рабочего дня приходиться буксовать во дворе! Тем самым наносить вред своему автомобилю. Ускоряя ТО и увеличивая траты на его обслуживание! А ведь если снег так будет лежать и таять, то это все поплывёт на первые этажи квартир. Т.К подвалов в доме нет!"
Текущее содержание дворовой территории,"За весь зимний период 2018-2019, как и в любой другой год, не одной уборки снега. На данный момент появляются полуметровые лужи, конечно же ливневая канализация здесь отсутствует. Скоро молодые мамы с колясками поплывут, а жильцы переобуются в резиновые сапоги. Автомобили парковать негде, буксуют. ООО УК по УЖФ ""Заря"", давно должна понести ответственность за данные нарушения."
Текущее содержание дворовой территории,"Не чистят терриротию возле подъездов. 4 подъезд на фото. Мой отец инвалид 1 группы, не смог присесть на лавочку. Дворник отвечает, что это не его дело. У второго и пятого подъездов складируют снег. Горы снега. Помогите пожалуйста решить данный вопрос."
Текущее содержание дворовой территории,"Полевая 27 до сегодняшнего дня горы снега. Завален весь двор. Куча юридических лиц в доме напротив ничего не убирается. Пару раз за зиму убирали, но по вечерам, когда весь транспорт уже во дворе, и нормально не убрать. Навалены горы снега, видимо ждут когда растает и польется все это в наш подвал."
Текущее содержание дворовой территории,"Про наш двор регулярно забывают! Не убирают снег, а тот что убрали- собрали в кучи, а вывезти забыли. Сейчас все тает, лужи ужасные и ходить невозможно, парковку возле дома не убирали вообще. Получается что на парковкее не припарковаться, лужи, да ещё и бежит всйе с неё. Может как то начать прибирать? Регулярно выполнять обязанности тем людям которые ответственные за это!?"
Текущее содержание дворовой территории,"строительный мусор а так же перевернутые контейнера с мусором, прошу навести порядок."
Текущее содержание дворовой территории,Здравствуйте.Тюменская 47б.Всю зиму снег во дворе убирали отвратительно. Сейчас во дворе полно мокрого снега. Все ноги повыкручивали.
Текущее содержание дворовой территории,"Куча снега на парковке лежит около 2-х недель если не дольше. Прошу обратить внимание, что куча сформирована на местах парковки для инвалидов."
Текущее содержание дворовой территории,На харьковской 51 во двор не заехать ...трактор заезжал калию пробил а теперь не проехать к дому .....за всю зиму 2 раза трактор заезжал чистить снег
Текущее содержание дворовой территории,"Не убрана территория от снега и наледи,очень скользко, кучи снега по периметру дома Малышева 24. Дети и взрослые постоянно падают, во избежание травматизма, прошу принять меры. УК не реагирует, на неоднократные звонки, ответ уберем сегодня завтра, снег и наледь так и лежит, люди падают."
